tick,timestamp,device_name,record_type,cpu_utilization,cpu_growth_rate,cpu_temperature,interrupt_rate,process_count,memory_utilization,interface_packet_rate,bandwidth_utilization,throughput_mbps,latency_ms,jitter_ms,packet_loss,queue_occupancy,interface_errors,bgp_events,ospf_events,tunnel_latency_ms,tunnel_packet_loss,tunnel_jitter_ms,route_changes,link_availability,link_status
2,1970-01-01T00:02:00Z,branch-3,device,64.78,24.529,174.56,2059.68,59,37.79,11935.33,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,branch-4,device,64.76,24.1907,174.52,2059.61,59,37.79,11921.32,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,datacenter-1_to_mpls-hub-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0067,66.67,1.013,0.101,0.000107,6,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,mpls-hub-1_to_branch-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0667,66.73,17.002,0.533,0.000834,68,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,mpls-hub-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0667,66.67,13.6,0.427,0.000833,68,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,mpls-hub-1_to_branch-3,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1909,95.43,62.177,1.429,0.002909,195,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,mpls-hub-1_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1907,95.37,69.074,1.786,0.002907,195,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,branch-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1902,38.03,34.508,2.38,0.005803,194,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,branch-3_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.4771,95.43,58.628,3.693,0.011543,488,0,0,0,0.0,0.0,0.0,0,1.0,UP
2,1970-01-01T00:02:00Z,ipsec-dc-to-hub,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.2,0.0002,0,0,0,0,2.0,0.0002,0.2,0,1.0,UP
2,1970-01-01T00:02:00Z,ipsec-hub-to-branch1,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.8,0.0008,0,0,0,0,16.0,0.0008,0.8,0,1.0,UP
2,1970-01-01T00:02:00Z,ipsec-hub-to-branch2,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.6,0.0008,0,0,0,0,13.0,0.0008,0.6,0,1.0,UP
2,1970-01-01T00:02:00Z,ipsec-hub-to-branch3,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.0,1.8,0.0015,0,0,0,0,48.0,0.0015,1.8,0,1.0,UP
2,1970-01-01T00:02:00Z,ipsec-hub-to-branch4,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.0,2.0,0.0015,0,0,0,0,53.0,0.0015,2.0,0,1.0,UP
3,1970-01-01T00:03:00Z,datacenter-1,device,49.21,0.0471,168.03,5038.11,121,46.57,4764.13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,mpls-hub-1,device,55.36,-24.3937,211.09,8052.45,97,51.47,5244.6,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,branch-1,device,39.21,0.0247,123.42,2023.82,56,35.95,4764.13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,branch-2,device,41.84,2.6711,128.67,2031.97,57,36.21,6393.71,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,branch-3,device,63.41,-1.3692,171.82,2054.07,59,37.7,10814.13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,branch-4,device,39.21,-25.5468,123.42,2023.82,56,35.95,4764.13,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,datacenter-1_to_mpls-hub-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.004,40.03,1.008,0.1,0.000104,4,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,mpls-hub-1_to_branch-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.04,40.03,16.201,0.52,0.0007,40,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,mpls-hub-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0466,46.55,13.117,0.419,0.000733,47,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,mpls-hub-1_to_branch-3,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1285,64.23,56.562,1.354,0.002285,131,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,mpls-hub-1_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0801,40.03,58.007,1.62,0.001801,81,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,branch-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2232,44.63,36.158,2.446,0.006463,228,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,branch-3_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3116,62.31,48.694,3.279,0.008231,319,0,0,0,0.0,0.0,0.0,0,1.0,UP
3,1970-01-01T00:03:00Z,ipsec-dc-to-hub,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.2,0.0002,0,0,0,0,2.0,0.0002,0.2,0,1.0,UP
3,1970-01-01T00:03:00Z,ipsec-hub-to-branch1,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.8,0.0008,0,0,0,0,16.0,0.0008,0.8,0,1.0,UP
3,1970-01-01T00:03:00Z,ipsec-hub-to-branch2,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.6,0.0008,0,0,0,0,13.0,0.0008,0.6,0,1.0,UP
3,1970-01-01T00:03:00Z,ipsec-hub-to-branch3,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.0,1.8,0.0015,0,0,0,0,48.0,0.0015,1.8,0,1.0,UP
3,1970-01-01T00:03:00Z,ipsec-hub-to-branch4,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.0,2.0,0.0015,0,0,0,0,53.0,0.0015,2.0,0,1.0,UP
4,1970-01-01T00:04:00Z,datacenter-1,device,51.9,2.6907,174.76,5051.38,122,46.99,6422.86,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,mpls-hub-1,device,78.53,23.1606,280.58,8108.48,99,53.56,10848.01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,branch-1,device,63.53,24.3138,172.05,2054.24,59,37.71,10848.01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,branch-2,device,40.42,-1.4144,125.84,2026.33,57,36.13,5265.71,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,branch-3,device,39.26,-24.1529,123.52,2023.91,56,35.96,4781.34,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,branch-4,device,41.9,2.6907,128.8,2032.11,57,36.21,6422.86,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,datacenter-1_to_mpls-hub-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0069,69.08,1.014,0.101,0.000107,7,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,mpls-hub-1_to_branch-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0868,86.78,17.604,0.543,0.000934,88,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,mpls-hub-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0645,64.45,13.547,0.426,0.000822,66,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,mpls-hub-1_to_branch-3,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.125,62.52,56.253,1.35,0.00225,128,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,mpls-hub-1_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1382,69.08,63.817,1.707,0.002382,141,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,branch-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3223,64.45,41.114,2.645,0.008445,330,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,branch-3_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2241,44.82,43.445,3.06,0.006482,229,0,0,0,0.0,0.0,0.0,0,1.0,UP
4,1970-01-01T00:04:00Z,ipsec-dc-to-hub,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.2,0.0002,0,0,0,0,2.0,0.0002,0.2,0,1.0,UP
4,1970-01-01T00:04:00Z,ipsec-hub-to-branch1,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.8,0.0008,0,0,0,0,16.0,0.0008,0.8,0,1.0,UP
4,1970-01-01T00:04:00Z,ipsec-hub-to-branch2,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.6,0.0008,0,0,0,0,13.0,0.0008,0.6,0,1.0,UP
4,1970-01-01T00:04:00Z,ipsec-hub-to-branch3,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.0,1.8,0.0015,0,0,0,0,48.0,0.0015,1.8,0,1.0,UP
4,1970-01-01T00:04:00Z,ipsec-hub-to-branch4,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.0,2.0,0.0015,0,0,0,0,53.0,0.0015,2.0,0,1.0,UP
5,1970-01-01T00:05:00Z,datacenter-1,device,49.31,-2.5965,168.26,5038.39,121,46.58,4798.55,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,mpls-hub-1,device,56.97,-21.5563,215.91,8064.52,97,51.6,6452.01,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,branch-1,device,39.31,-24.2196,123.61,2023.99,56,35.96,4798.55,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,branch-2,device,39.31,-1.1154,123.61,2023.99,56,35.96,4798.55,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,branch-3,device,40.48,1.219,125.95,2026.43,57,36.13,5286.83,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,branch-4,device,39.31,-2.5965,123.61,2023.99,56,35.96,4798.55,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,datacenter-1_to_mpls-hub-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0045,45.0,1.009,0.1,0.000105,4,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,mpls-hub-1_to_branch-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.045,45.0,16.35,0.523,0.000725,46,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,mpls-hub-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.045,45.0,13.08,0.418,0.000725,46,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,mpls-hub-1_to_branch-3,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0939,46.96,53.452,1.313,0.001939,96,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,mpls-hub-1_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.09,45.0,59.0,1.635,0.0019,92,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,branch-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1919,38.39,34.597,2.384,0.005839,196,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,branch-3_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2017,40.34,42.102,3.004,0.006034,206,0,0,0,0.0,0.0,0.0,0,1.0,UP
5,1970-01-01T00:05:00Z,ipsec-dc-to-hub,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.2,0.0002,0,0,0,0,2.0,0.0002,0.2,0,1.0,UP
5,1970-01-01T00:05:00Z,ipsec-hub-to-branch1,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.8,0.0008,0,0,0,0,16.0,0.0008,0.8,0,1.0,UP
5,1970-01-01T00:05:00Z,ipsec-hub-to-branch2,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.6,0.0008,0,0,0,0,13.0,0.0008,0.6,0,1.0,UP
5,1970-01-01T00:05:00Z,ipsec-hub-to-branch3,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.0,1.8,0.0015,0,0,0,0,48.0,0.0015,1.8,0,1.0,UP
5,1970-01-01T00:05:00Z,ipsec-hub-to-branch4,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,53.0,2.0,0.0015,0,0,0,0,53.0,0.0015,2.0,0,1.0,UP
6,1970-01-01T00:06:00Z,datacenter-1,device,73.75,24.4471,229.38,5087.33,124,49.48,10915.76,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,mpls-hub-1,device,80.25,23.2855,285.76,8120.89,99,53.7,12088.97,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,branch-1,device,39.35,0.0471,123.71,2024.08,56,35.96,4815.76,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,branch-2,device,40.85,1.5488,126.71,2029.94,57,36.15,5988.97,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,branch-3,device,40.53,0.0565,126.07,2026.54,57,36.13,5307.95,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,branch-4,device,63.75,24.4471,172.51,2054.58,59,37.73,10915.76,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,datacenter-1_to_mpls-hub-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0092,92.02,1.018,0.101,0.000109,9,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,mpls-hub-1_to_branch-1,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0676,67.62,17.029,0.534,0.000838,69,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,mpls-hub-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0723,72.31,13.735,0.429,0.000862,74,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,mpls-hub-1_to_branch-3,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.1392,69.59,57.526,1.367,0.002392,142,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,mpls-hub-1_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.184,92.02,68.404,1.776,0.00284,188,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,branch-1_to_branch-2,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.2161,43.22,35.805,2.432,0.006322,221,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,branch-3_to_branch-4,link,0.0,0.0,0.0,0.0,0,0.0,0.0,0.3245,64.89,49.468,3.311,0.008489,332,0,0,0,0.0,0.0,0.0,0,1.0,UP
6,1970-01-01T00:06:00Z,ipsec-dc-to-hub,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.2,0.0002,0,0,0,0,2.0,0.0002,0.2,0,1.0,UP
6,1970-01-01T00:06:00Z,ipsec-hub-to-branch1,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,16.0,0.8,0.0008,0,0,0,0,16.0,0.0008,0.8,0,1.0,UP
6,1970-01-01T00:06:00Z,ipsec-hub-to-branch2,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,13.0,0.6,0.0008,0,0,0,0,13.0,0.0008,0.6,0,1.0,UP
6,1970-01-01T00:06:00Z,ipsec-hub-to-branch3,tunnel,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,48.0,1.8,0.0015,0,0,0,0,48.0,0.0015,1.8,0,1.0,UP
